id,start_datetime,event_cause,corridor,actual_min,predicted_min,abs_error_min
FKID001774,2024-03-17 00:46:02.983000+00:00,vehicle_breakdown,Mysore Road,94.07856273333333,16.141942721561932,77.9366200117714
FKID001788,2024-03-17 02:21:57.769000+00:00,vehicle_breakdown,ORR North 2,107.86730428333334,26.794832743552895,81.07247153978045
FKID001796,2024-03-17 02:55:11.771000+00:00,vehicle_breakdown,Non-corridor,38.377358533333336,43.02585875935562,4.648500226022286
FKID001809,2024-03-17 05:17:05.733000+00:00,vehicle_breakdown,Mysore Road,39.481431066666666,22.883487259801356,16.59794380686531
FKID001826,2024-03-17 08:29:49.921000+00:00,others,Non-corridor,4.885507283333333,118.24494771449986,113.35944043116652
FKID001839,2024-03-17 10:32:17.200000+00:00,vehicle_breakdown,ORR North 2,12.689850833333333,25.250857546231792,12.56100671289846
FKID001844,2024-03-17 11:08:08.185000+00:00,vehicle_breakdown,Tumkur Road,60.872188933333334,29.27455294383311,31.597635989500223
FKID001870,2024-03-17 21:06:54.201000+00:00,vehicle_breakdown,Non-corridor,43.907065366666664,42.78299591785429,1.124069448812378
FKID002022,2024-03-17 23:09:56.622000+00:00,vehicle_breakdown,Tumkur Road,71.25627258333334,21.183199176172167,50.073073407161175
FKID002025,2024-03-17 23:30:38.833000+00:00,vehicle_breakdown,Non-corridor,66.43240593333333,51.36899228536174,15.063413647971586
FKID002038,2024-03-18 02:17:44.238000+00:00,others,Non-corridor,60.46577085,105.77856714576966,45.31279629576966
FKID002041,2024-03-18 02:22:52.686000+00:00,vehicle_breakdown,Non-corridor,55.35562983333333,64.4461456827989,9.090515849465568
FKID002052,2024-03-18 03:22:00.195000+00:00,vehicle_breakdown,Bannerghata Road,86.29304546666667,44.46001982357686,41.83302564308981
FKID002070,2024-03-18 09:31:05.265000+00:00,vehicle_breakdown,Tumkur Road,7.989997,28.16376481318334,20.173767813183343
FKID002106,2024-03-18 21:31:29.263000+00:00,water_logging,Non-corridor,123.31325763333332,106.79410076375177,16.51915686958155
FKID002134,2024-03-19 00:47:14.630000+00:00,vehicle_breakdown,Non-corridor,38.49233733333333,56.19708182952054,17.70474449618721
FKID002136,2024-03-19 00:50:58.357000+00:00,vehicle_breakdown,IRR(Thanisandra road),91.30090236666666,35.13270211846383,56.16820024820283
FKID002145,2024-03-19 02:18:17.506000+00:00,vehicle_breakdown,Bellary Road 2,59.57834488333333,39.001989707583284,20.576355175750045
FKID002156,2024-03-19 03:47:02.942000+00:00,vehicle_breakdown,Non-corridor,13.267902833333332,57.6985597015899,44.43065686825657
FKID002175,2024-03-19 04:35:13.691000+00:00,vehicle_breakdown,Non-corridor,6.593964850000001,48.806861638421054,42.212896788421055
FKID002190,2024-03-19 05:37:53.868000+00:00,others,Bellary Road 1,122.96864301666666,155.7921356164316,32.82349259976495
FKID002191,2024-03-19 05:56:07.476000+00:00,vehicle_breakdown,Old Airport Road,113.27622685,49.525489699738245,63.750737150261756
FKID002207,2024-03-19 06:05:44.210000+00:00,vehicle_breakdown,Tumkur Road,84.46969001666666,29.424138682732043,55.04555133393462
FKID002205,2024-03-19 06:46:28.085000+00:00,vehicle_breakdown,Bannerghata Road,35.7911427,61.5438095183962,25.7526668183962
FKID002223,2024-03-19 10:41:29.927000+00:00,vehicle_breakdown,Tumkur Road,105.15403339999999,31.82414010574797,73.32989329425202
FKID002226,2024-03-19 19:23:09.958000+00:00,vehicle_breakdown,Mysore Road,97.20824538333333,38.18463197517966,59.02361340815367
FKID002236,2024-03-19 19:25:44.802000+00:00,vehicle_breakdown,Bellary Road 1,25.963968299999998,45.636451735060014,19.672483435060016
FKID002235,2024-03-19 19:42:05.882000+00:00,vehicle_breakdown,ORR North 1,76.73107366666666,31.490308764635312,45.240764902031344
FKID002244,2024-03-19 20:00:06.346000+00:00,vehicle_breakdown,Hosur Road,21.590795766666666,38.96225318658234,17.37145741991567
FKID002249,2024-03-19 20:50:26.978000+00:00,vehicle_breakdown,Non-corridor,149.32047236666668,41.91502397593082,107.40544839073586
FKID002254,2024-03-19 21:57:13.190000+00:00,procession,Non-corridor,6.63138725,139.13539207328716,132.50400482328718
FKID002261,2024-03-19 22:37:55.794000+00:00,vehicle_breakdown,ORR East 1,10.150801150000001,51.51390289480882,41.36310174480882
FKID002264,2024-03-19 22:46:18.266000+00:00,vehicle_breakdown,ORR East 1,146.0768349,46.084170785178785,99.99266411482121
FKID002270,2024-03-19 23:34:02.261000+00:00,vehicle_breakdown,Non-corridor,56.471942150000004,55.21600690904294,1.255935240957065
FKID002278,2024-03-20 01:05:02.073000+00:00,vehicle_breakdown,Mysore Road,2.348085033333333,22.39418684070461,20.046101807371276
FKID002276,2024-03-20 01:35:40.418000+00:00,vehicle_breakdown,Mysore Road,63.264801049999996,15.442819356258873,47.82198169374112
FKID002286,2024-03-20 03:59:55.101000+00:00,tree_fall,Non-corridor,16.442733933333333,87.36752423287415,70.92479029954082
FKID002304,2024-03-20 04:41:15.930000+00:00,vehicle_breakdown,Mysore Road,44.60061098333333,31.50373951153838,13.096871471794952
FKID002311,2024-03-20 05:30:45.183000+00:00,tree_fall,Tumkur Road,239.99684209999998,83.21962992751757,156.7772121724824
FKID002334,2024-03-20 06:55:43.492000+00:00,vehicle_breakdown,ORR East 2,18.770652916666666,54.852755618919524,36.082102702252854
FKID002348,2024-03-20 07:56:10.351000+00:00,pot_holes,CBD 2,1.5017334166666667,122.58965776273133,121.08792434606467
FKID002349,2024-03-20 08:48:15.098000+00:00,vehicle_breakdown,Magadi Road,32.257464766666665,47.54025583673055,15.282791070063887
FKID002367,2024-03-20 19:11:13.586000+00:00,vehicle_breakdown,Mysore Road,78.09311583333333,41.02785802806088,37.06525780527245
FKID002368,2024-03-20 19:44:39.900000+00:00,accident,ORR North 1,34.21685993333333,36.6158199530477,2.398960019714366
FKID002401,2024-03-20 23:22:01.327000+00:00,vehicle_breakdown,Non-corridor,84.40798688333332,38.6690911231395,45.73889576019382
FKID002414,2024-03-20 23:43:02.708000+00:00,vehicle_breakdown,Tumkur Road,12.03063225,14.95254354445156,2.9219112944515597
FKID002420,2024-03-21 00:26:55.090000+00:00,vehicle_breakdown,West of Chord Road,29.734221366666667,29.715820561407593,0.018400805259073394
FKID002434,2024-03-21 01:36:59.400000+00:00,others,Mysore Road,6.82868555,89.6659916937974,82.83730614379739
FKID002437,2024-03-21 03:25:51.791000+00:00,vehicle_breakdown,Non-corridor,54.46608108333333,52.37774847588881,2.0883326074445208
FKID002444,2024-03-21 05:09:49.160000+00:00,vehicle_breakdown,Bellary Road 1,86.78634966666667,52.73453180194163,34.05181786472504
FKID002446,2024-03-21 05:21:52.939000+00:00,vehicle_breakdown,Non-corridor,81.11977473333333,43.18883309205297,37.93094164128036
FKID002453,2024-03-21 05:40:13.767000+00:00,vehicle_breakdown,Non-corridor,30.47674805,44.587605567035986,14.110857517035985
FKID002466,2024-03-21 06:15:17.349000+00:00,vehicle_breakdown,Non-corridor,55.092613899999996,42.01099518048559,13.08161871951441
FKID002455,2024-03-21 06:23:34.002000+00:00,vehicle_breakdown,Magadi Road,67.566669,55.42188531442002,12.144783685579988
FKID002467,2024-03-21 06:44:02.169000+00:00,vehicle_breakdown,Mysore Road,9.4180207,43.28240515999155,33.86438445999155
FKID002476,2024-03-21 07:13:03.433000+00:00,vehicle_breakdown,ORR West 1,47.0778124,60.60290663968198,13.525094239681984
FKID002477,2024-03-21 07:58:30.835000+00:00,vehicle_breakdown,Mysore Road,43.93709355,30.57395388723853,13.36313966276147
FKID002505,2024-03-21 20:31:17.624000+00:00,vehicle_breakdown,Tumkur Road,17.37361458333333,42.65332435036328,25.279709767029946
FKID002506,2024-03-21 21:06:59.754000+00:00,vehicle_breakdown,Non-corridor,137.26294234999997,38.48511234120468,98.77783000879529
FKID002521,2024-03-21 21:43:09.130000+00:00,vehicle_breakdown,Non-corridor,12.261251683333334,42.784906375131456,30.52365469179812
FKID002528,2024-03-21 22:26:57.605000+00:00,vehicle_breakdown,Bellary Road 1,14.07579545,25.549046330389714,11.473250880389715
FKID002532,2024-03-21 22:47:23.233000+00:00,vehicle_breakdown,ORR East 1,21.646528683333333,52.07684292831159,30.43031424497826
FKID002544,2024-03-21 23:16:29.486000+00:00,vehicle_breakdown,Non-corridor,20.05264845,23.42298951676711,3.3703410667671108
FKID002542,2024-03-22 00:18:05.429000+00:00,vehicle_breakdown,Non-corridor,39.91352521666667,40.04692040927825,0.13339519261158017
FKID002556,2024-03-22 01:21:53.829000+00:00,vehicle_breakdown,Tumkur Road,23.556338,32.53862930872059,8.982291308720587
FKID002560,2024-03-22 04:49:19.519000+00:00,congestion,Hennur Main Road,157.83113301666666,118.69215468615195,39.1389783305147
FKID002569,2024-03-22 06:17:24.552000+00:00,vehicle_breakdown,Non-corridor,19.4802817,63.22741816344848,43.747136463448484
FKID002573,2024-03-22 06:34:52.015000+00:00,vehicle_breakdown,Mysore Road,112.59205778333333,52.72798789187964,59.86406989145369
FKID002585,2024-03-22 18:23:00.443000+00:00,vehicle_breakdown,ORR North 2,41.89284255,30.265090172651437,11.62775237734856
FKID002598,2024-03-22 19:54:55.533000+00:00,tree_fall,Non-corridor,48.95543648333333,72.15950565327543,23.204069169942102
FKID002592,2024-03-22 20:06:39.956000+00:00,others,ORR West 1,20.280152166666667,114.27494584359968,93.99479367693301
FKID002599,2024-03-22 21:08:16.446000+00:00,vehicle_breakdown,Bellary Road 1,9.997270066666665,49.0605312976025,39.06326123093584
FKID002614,2024-03-22 21:42:58.315000+00:00,vehicle_breakdown,Bellary Road 1,4.05119445,34.76216325138537,30.710968801385366
FKID002626,2024-03-22 23:12:47.141000+00:00,vehicle_breakdown,Mysore Road,31.87520885,33.838407534627564,1.9631986846275638
FKID002627,2024-03-22 23:28:16.150000+00:00,vehicle_breakdown,Old Madras Road,78.34826575000001,36.6173846537297,41.73088109627031
FKID002630,2024-03-23 00:03:01.971000+00:00,vehicle_breakdown,ORR North 2,29.89324733333333,29.252691183453642,0.6405561498796892
FKID002634,2024-03-23 00:59:18.277000+00:00,vehicle_breakdown,Non-corridor,26.941963933333334,28.19207815113687,1.2501142178035352
FKID002643,2024-03-23 01:05:10.941000+00:00,vehicle_breakdown,Tumkur Road,22.34844435,35.26965371019656,12.921209360196556
FKID002651,2024-03-23 02:38:35.087000+00:00,vehicle_breakdown,Non-corridor,158.45544278333332,42.45055325613313,116.00488952720019
FKID002660,2024-03-23 05:38:26.155000+00:00,vehicle_breakdown,Non-corridor,70.00693796666665,37.3301868722877,32.67675109437896
FKID002699,2024-03-23 07:01:09.209000+00:00,vehicle_breakdown,ORR West 1,84.86862455,77.58844251233991,7.280182037660097
FKID002703,2024-03-23 10:54:09.828000+00:00,tree_fall,Non-corridor,412.24392695,50.59799801634581,361.6459289336542
FKID002709,2024-03-23 19:14:38.140000+00:00,vehicle_breakdown,Tumkur Road,29.151570016666668,35.69678725893343,6.545217242266766
FKID002712,2024-03-23 19:14:40.689000+00:00,accident,Bellary Road 1,47.199177299999995,57.63123536550562,10.432058065505622
FKID002711,2024-03-23 19:20:00.045000+00:00,vehicle_breakdown,ORR North 1,36.730649516666666,30.47971961367328,6.250929902993388
FKID002710,2024-03-23 19:24:24.897000+00:00,vehicle_breakdown,Mysore Road,22.22487305,34.84294920171373,12.61807615171373
FKID002736,2024-03-23 21:41:55.873000+00:00,accident,Non-corridor,8.980089583333333,34.41769206887406,25.43760248554073
FKID002758,2024-03-23 22:13:01.109000+00:00,others,Non-corridor,1291.4888951166665,88.46115979946215,1203.0277353172044
FKID002765,2024-03-23 23:22:10.356000+00:00,vehicle_breakdown,West of Chord Road,72.65351976666668,29.187815047139654,43.465704719527025
FKID002768,2024-03-24 00:24:26.981000+00:00,vehicle_breakdown,Mysore Road,8.7606476,20.66891190061158,11.90826430061158
FKID002786,2024-03-24 04:58:13.522000+00:00,vehicle_breakdown,Bannerghata Road,146.04922566666667,33.100321589769415,112.94890407689726
FKID002795,2024-03-24 05:42:05.534000+00:00,vehicle_breakdown,Bellary Road 2,14.264672216666666,32.85476618482155,18.590093968154882
FKID002797,2024-03-24 05:50:20.839000+00:00,vehicle_breakdown,Tumkur Road,108.20570536666668,37.92047090384607,70.2852344628206
FKID002823,2024-03-24 07:49:41.393000+00:00,vehicle_breakdown,Mysore Road,93.48512965,53.85968296301932,39.62544668698069
FKID002814,2024-03-24 07:49:41.393000+00:00,vehicle_breakdown,Non-corridor,1.7176543333333332,36.005321850224156,34.28766751689082
FKID002846,2024-03-24 09:05:42.473000+00:00,vehicle_breakdown,ORR East 1,16.044057783333333,37.53194093113869,21.48788314780536
FKID002849,2024-03-24 09:22:44.457000+00:00,vehicle_breakdown,Bannerghata Road,34.15102665,41.03846063779331,6.887433987793308
FKID002848,2024-03-24 09:23:28.548000+00:00,vehicle_breakdown,Non-corridor,29.089931583333335,27.542674190120263,1.5472573932130729
FKID002851,2024-03-24 10:28:49.698000+00:00,vehicle_breakdown,Tumkur Road,91.52639778333334,29.009835002158514,62.51656278117483
FKID002857,2024-03-24 20:39:15.790000+00:00,vehicle_breakdown,Mysore Road,35.252319033333336,60.27441010719045,25.022091073857112
FKID002877,2024-03-24 21:25:27.053000+00:00,others,Tumkur Road,61.567407450000005,105.4512612980117,43.8838538480117
FKID002861,2024-03-24 21:39:30.020000+00:00,vehicle_breakdown,Tumkur Road,6.159646333333333,28.33783642429949,22.178190090966154
FKID002890,2024-03-24 23:24:28.283000+00:00,others,Mysore Road,16.937478916666667,131.27154522141163,114.33406630474497
FKID002893,2024-03-25 00:05:25.424000+00:00,vehicle_breakdown,Old Madras Road,41.53308571666666,42.93381011598244,1.4007243993157772
FKID002897,2024-03-25 00:53:19.534000+00:00,tree_fall,Non-corridor,76.98202371666666,68.89379764691355,8.088226069753105
FKID002904,2024-03-25 02:13:31.756000+00:00,vehicle_breakdown,Non-corridor,133.49633208333333,45.07428411571852,88.42204796761482
FKID002910,2024-03-25 02:22:58.577000+00:00,vehicle_breakdown,Mysore Road,32.21089145,28.32251840333849,3.88837304666151
FKID002920,2024-03-25 03:50:20.226000+00:00,vehicle_breakdown,Hosur Road,133.745803,66.8927004955797,66.85310250442029
FKID002918,2024-03-25 04:27:37.575000+00:00,vehicle_breakdown,Non-corridor,9.313865683333335,49.52742320557876,40.21355752224543
FKID002922,2024-03-25 07:01:37.036000+00:00,vehicle_breakdown,Non-corridor,18.826966283333334,44.32273064585623,25.4957643625229
FKID002935,2024-03-25 11:44:20.768000+00:00,vehicle_breakdown,Bellary Road 1,12.157235616666666,36.44218048179383,24.28494486512716
FKID002937,2024-03-25 17:38:51.282000+00:00,vehicle_breakdown,Non-corridor,162.0998554,37.71242814551369,124.38742725448631
FKID002938,2024-03-25 18:57:53.865000+00:00,vehicle_breakdown,Varthur Road,9.947234283333334,40.648347135699645,30.70111285236631
FKID002947,2024-03-25 20:34:48.662000+00:00,vehicle_breakdown,Hosur Road,21.60461613333333,38.582351704171124,16.977735570837794
FKID002950,2024-03-25 21:47:53.098000+00:00,vehicle_breakdown,Tumkur Road,18.087688816666667,23.890326392413503,5.802637575746836
FKID002962,2024-03-25 21:49:59.210000+00:00,vehicle_breakdown,Non-corridor,43.03527413333334,35.785573983272236,7.249700150061102
FKID002963,2024-03-25 21:54:28.092000+00:00,vehicle_breakdown,Non-corridor,79.89617193333333,33.72382527264372,46.17234666068961
FKID002972,2024-03-25 22:23:24.035000+00:00,others,ORR East 2,91.73039343333333,107.30080800467437,15.570414571341033
FKID002977,2024-03-26 00:07:44.422000+00:00,vehicle_breakdown,West of Chord Road,26.33293743333333,33.934832982060996,7.601895548727665
FKID002982,2024-03-26 02:38:08.692000+00:00,vehicle_breakdown,ORR East 2,21.892671399999998,62.72340700234281,40.83073560234281
FKID002990,2024-03-26 03:34:06.446000+00:00,vehicle_breakdown,Non-corridor,24.384054283333334,52.8682258745895,28.484171591256164
FKID002988,2024-03-26 04:07:29.183000+00:00,vehicle_breakdown,ORR East 1,15.380214683333332,50.1926576153819,34.81244293204857
FKID002994,2024-03-26 04:24:41.419000+00:00,vehicle_breakdown,IRR(Thanisandra road),19.590632416666665,41.04089567905633,21.45026326238966
FKID002993,2024-03-26 04:35:51.261000+00:00,water_logging,Old Madras Road,34.37859473333333,90.53508249642795,56.15648776309462
FKID002995,2024-03-26 04:38:58.645000+00:00,water_logging,Old Madras Road,48.38724398333333,95.61362660744038,47.22638262410705
FKID002997,2024-03-26 04:41:29.516000+00:00,water_logging,Non-corridor,171.4411991,53.14410639207059,118.29709270792941
FKID003004,2024-03-26 04:42:47.931000+00:00,water_logging,Non-corridor,389.9546150833333,52.54787691579389,337.4067381675394
FKID003000,2024-03-26 04:43:46.232000+00:00,water_logging,Mysore Road,106.8736322,129.31134701369493,22.437714813694924
FKID003003,2024-03-26 04:45:01.257000+00:00,water_logging,Mysore Road,77.6084918,115.97386862242183,38.36537682242184
FKID003006,2024-03-26 04:48:15.987000+00:00,water_logging,Mysore Road,25.367189333333332,105.58725353936171,80.22006420602838
FKID003008,2024-03-26 04:48:52.183000+00:00,water_logging,Bellary Road 1,38.08992445,156.24416542459653,118.15424097459653
FKID003011,2024-03-26 04:50:06.556000+00:00,water_logging,Bellary Road 1,47.5818911,153.791955348017,106.210064248017
FKID002999,2024-03-26 04:50:51.053000+00:00,water_logging,West of Chord Road,79.3147058,84.92366663572686,5.608960835726862
FKID003013,2024-03-26 04:57:36.348000+00:00,tree_fall,West of Chord Road,72.68515286666667,86.23899084646257,13.553837979795901
FKID003017,2024-03-26 05:00:36.512000+00:00,water_logging,Non-corridor,230.7993599,46.637875240387366,184.16148465961265
FKID003022,2024-03-26 05:02:41.309000+00:00,accident,Non-corridor,42.8945817,67.72036449622617,24.825782796226164
FKID003021,2024-03-26 05:10:06.110000+00:00,water_logging,Non-corridor,24.846647383333334,44.97881372771576,20.132166344382426
FKID003023,2024-03-26 05:12:02.328000+00:00,water_logging,Non-corridor,57.1615183,51.771426759298585,5.3900915407014125
FKID003026,2024-03-26 05:18:59.663000+00:00,water_logging,ORR North 1,997.1460983833333,68.84509586126728,928.301002522066
FKID003024,2024-03-26 05:30:28.720000+00:00,water_logging,Mysore Road,324.67876015,83.83312399035314,240.84563615964686
FKID003025,2024-03-26 05:31:06.393000+00:00,water_logging,ORR North 1,984.9738974833333,68.8894410255398,916.0844564577935
FKID003030,2024-03-26 05:31:19.848000+00:00,tree_fall,ORR North 1,191.90470683333334,74.22344823898952,117.68125859434382
FKID003038,2024-03-26 05:31:20.069000+00:00,water_logging,Tumkur Road,1325.1664012074991,92.36648385649507,1232.799917351004
FKID003035,2024-03-26 05:33:04.122000+00:00,tree_fall,Magadi Road,9.963474483333332,92.2597431425408,82.29626865920747
FKID003042,2024-03-26 05:33:55.614000+00:00,road_conditions,Bellary Road 2,58.722754933333334,142.81786544144612,84.09511050811278
FKID003036,2024-03-26 05:34:20.233000+00:00,tree_fall,Airport New South Road,18.271439616666665,151.347315870729,133.07587625406234
FKID003037,2024-03-26 05:48:29.568000+00:00,tree_fall,Non-corridor,81.05660200000001,100.81630864420197,19.759706644201955
FKID003047,2024-03-26 06:07:14.515000+00:00,pot_holes,ORR North 1,135.51806013333334,75.30727011309398,60.21079002023936
FKID003057,2024-03-26 06:36:21.487000+00:00,vehicle_breakdown,Non-corridor,6.703687566666667,49.22298643961199,42.51929887294532
FKID003061,2024-03-26 06:41:58.329000+00:00,vehicle_breakdown,ORR North 1,100.7026763,36.22698071308355,64.47569558691644
FKID003063,2024-03-26 07:05:31.449000+00:00,vehicle_breakdown,Magadi Road,46.057772066666665,45.78911966583892,0.26865240082774733
FKID003066,2024-03-26 07:10:09.359000+00:00,others,ORR West 1,36.40983923333333,131.28226168006145,94.87242244672812
FKID003067,2024-03-26 08:02:30.124000+00:00,vehicle_breakdown,Hosur Road,82.93424305,40.39049863091542,42.54374441908459
FKID003068,2024-03-26 08:12:50.932000+00:00,vehicle_breakdown,Non-corridor,84.77698231666666,79.81197845109905,4.96500386556761
FKID003071,2024-03-26 18:14:39.197000+00:00,vehicle_breakdown,ORR East 2,25.358829383333333,53.2318652124131,27.873035829079765
FKID003072,2024-03-26 18:25:21.420000+00:00,vehicle_breakdown,ORR North 1,124.40155733333333,26.43667888206625,97.96487845126708
FKID003079,2024-03-26 20:33:12.874000+00:00,tree_fall,Bellary Road 1,115.15186836666666,112.29579368527006,2.8560746813966063
FKID003083,2024-03-26 20:48:43.695000+00:00,vehicle_breakdown,ORR West 1,73.03041763333334,51.31107319244975,21.719344440883596
FKID003080,2024-03-26 20:59:31.854000+00:00,vehicle_breakdown,Mysore Road,25.9249495,28.878920173848154,2.953970673848154
FKID003076,2024-03-26 21:16:15.740000+00:00,vehicle_breakdown,Tumkur Road,5.308476433333333,36.1570156626092,30.848539229275865
FKID003078,2024-03-26 21:25:56.492000+00:00,water_logging,Non-corridor,230.06940948333335,98.54519085938917,131.5242186239442
FKID003087,2024-03-26 21:48:56.925000+00:00,tree_fall,Non-corridor,173.99265736666666,155.9870755055808,18.005581861085858
FKID003092,2024-03-26 23:04:31.291000+00:00,vehicle_breakdown,Bellary Road 1,16.297705333333333,19.679608848822483,3.3819035154891495
FKID003095,2024-03-26 23:52:20.512000+00:00,vehicle_breakdown,Mysore Road,6.283415033333333,24.099934593326118,17.816519559992784
FKID003096,2024-03-26 23:55:39.238000+00:00,vehicle_breakdown,Mysore Road,59.30142481666667,23.804689215038252,35.496735601628416
FKID003108,2024-03-27 02:11:55.635000+00:00,others,Non-corridor,88.10845821666666,72.05617281738019,16.052285399286475
FKID003107,2024-03-27 03:44:19.365000+00:00,vehicle_breakdown,ORR East 2,33.80299288333333,71.11654141401698,37.31354853068365
FKID003109,2024-03-27 03:54:03.373000+00:00,vehicle_breakdown,ORR East 1,64.20612750000001,54.71506414147074,9.491063358529267
FKID003112,2024-03-27 04:54:47.250000+00:00,vehicle_breakdown,Non-corridor,11.605493183333333,42.03043851835459,30.42494533502126
FKID003114,2024-03-27 05:11:50.118000+00:00,vehicle_breakdown,Bellary Road 1,6.5536546666666675,54.18575152914801,47.63209686248134
FKID003117,2024-03-27 05:49:14.093000+00:00,others,Non-corridor,17.946091666666668,54.74728324629115,36.80119157962448
FKID003118,2024-03-27 06:01:53.683000+00:00,vehicle_breakdown,Bellary Road 2,21.91443695,45.31440679448225,23.399969844482253
FKID003131,2024-03-27 18:49:12.452000+00:00,vehicle_breakdown,ORR North 1,35.82966003333333,27.91299812176887,7.916661911564464
FKID003132,2024-03-27 19:33:35.791000+00:00,vehicle_breakdown,Bellary Road 1,23.154083816666667,46.010117156443876,22.85603333977721
FKID003138,2024-03-27 21:43:25.072000+00:00,vehicle_breakdown,Old Madras Road,13.457770483333332,41.9207530249177,28.462982541584367
FKID003141,2024-03-27 21:59:05.974000+00:00,vehicle_breakdown,Non-corridor,51.76279426666667,56.67057258793267,4.907778321266001
FKID003148,2024-03-28 01:22:36.518000+00:00,vehicle_breakdown,IRR(Thanisandra road),18.787546516666666,40.88574110295415,22.098194586287484
FKID003150,2024-03-28 01:36:14.353000+00:00,vehicle_breakdown,CBD 1,44.654022250000004,53.73240979014114,9.078387540141136
FKID003152,2024-03-28 03:11:56.693000+00:00,vehicle_breakdown,ORR East 1,76.91394981666667,62.50449655429775,14.40945326236892
FKID003157,2024-03-28 03:38:37.164000+00:00,vehicle_breakdown,Mysore Road,17.55729665,28.916583437421473,11.359286787421471
FKID003156,2024-03-28 04:03:07.193000+00:00,vehicle_breakdown,Non-corridor,16.368508033333335,31.222623982247228,14.854115948913893
FKID003161,2024-03-28 04:42:49.427000+00:00,others,Non-corridor,51.695509916666666,61.003450857615654,9.307940940948988
FKID003164,2024-03-28 05:42:24.856000+00:00,vehicle_breakdown,ORR North 2,23.54380595,32.45819081726772,8.91438486726772
FKID003166,2024-03-28 06:18:15.958000+00:00,vehicle_breakdown,Hosur Road,65.48031155,53.86386450637776,11.616447043622237
FKID003170,2024-03-28 07:16:35.074000+00:00,vehicle_breakdown,Non-corridor,66.91385481666667,50.7309400336968,16.182914782969874
FKID003172,2024-03-28 07:54:10.726000+00:00,others,Non-corridor,9.63680495,55.67919773525243,46.04239278525243
FKID003191,2024-03-28 20:44:13.827000+00:00,vehicle_breakdown,Old Madras Road,36.214431233333336,36.44791826995721,0.2334870366238775
FKID003190,2024-03-28 20:45:10.408000+00:00,vehicle_breakdown,ORR East 1,30.901282016666666,42.2331709129304,11.331888896263731
FKID003200,2024-03-28 21:32:51.691000+00:00,vehicle_breakdown,Hosur Road,99.30421715000001,49.68727652902624,49.61694062097377
FKID003195,2024-03-28 21:42:19.589000+00:00,vehicle_breakdown,Tumkur Road,49.94344546666667,30.595663876313136,19.34778159035353
